row_id,order_id,order_date,ship_date,ship_mode
4898,US-2011-122021,2011-10-15,2011-10-17,First Class
4899,US-2011-122021,2011-10-15,2011-10-17,First Class
4900,CA-2013-130484,2013-08-23,2013-08-28,Standard Class
4901,CA-2014-120936,2014-12-18,2014-12-22,Standard Class
4902,CA-2014-120936,2014-12-18,2014-12-22,Standard Class
4903,CA-2014-110884,2014-03-08,2014-03-13,Standard Class
4904,CA-2014-110884,2014-03-08,2014-03-13,Standard Class
4905,US-2011-161613,2011-12-01,2011-12-03,Second Class
4906,US-2011-146353,2011-10-14,2011-10-16,Second Class
4907,US-2011-146353,2011-10-14,2011-10-16,Second Class
4908,CA-2011-133809,2011-11-18,2011-11-23,Second Class
4909,CA-2011-133809,2011-11-18,2011-11-23,Second Class
4910,CA-2014-127306,2014-01-15,2014-01-19,Standard Class
4911,CA-2014-127306,2014-01-15,2014-01-19,Standard Class
4912,CA-2014-127306,2014-01-15,2014-01-19,Standard Class
4913,CA-2014-127306,2014-01-15,2014-01-19,Standard Class
4914,CA-2014-127306,2014-01-15,2014-01-19,Standard Class
4915,CA-2012-161830,2012-09-24,2012-09-26,Second Class
4916,CA-2012-161830,2012-09-24,2012-09-26,Second Class
4917,CA-2014-163125,2014-10-10,2014-10-12,Second Class
4918,CA-2014-163125,2014-10-10,2014-10-12,Second Class
4919,CA-2013-160304,2013-01-02,2013-01-07,Standard Class
4920,CA-2013-160304,2013-01-02,2013-01-07,Standard Class
4921,CA-2014-101728,2014-08-20,2014-08-24,Standard Class
4922,CA-2014-114055,2014-12-26,2014-12-30,Second Class
4923,CA-2014-114055,2014-12-26,2014-12-30,Second Class
4924,CA-2014-114055,2014-12-26,2014-12-30,Second Class
4925,CA-2014-114055,2014-12-26,2014-12-30,Second Class
4926,CA-2014-126438,2014-09-11,2014-09-14,First Class
4927,CA-2014-117653,2014-10-20,2014-10-24,Standard Class
4928,CA-2014-143245,2014-12-02,2014-12-07,Standard Class
4929,CA-2014-143245,2014-12-02,2014-12-07,Standard Class
4930,US-2011-138828,2011-09-02,2011-09-03,First Class
4931,US-2011-138828,2011-09-02,2011-09-03,First Class
4932,CA-2014-143651,2014-03-26,2014-03-31,Standard Class
4933,CA-2012-106978,2012-09-28,2012-10-04,Standard Class
4934,CA-2012-106978,2012-09-28,2012-10-04,Standard Class
4935,CA-2012-106978,2012-09-28,2012-10-04,Standard Class
4936,CA-2012-155124,2012-03-15,2012-03-21,Standard Class
4937,CA-2014-150931,2014-01-07,2014-01-14,Standard Class
4938,CA-2011-157147,2011-01-14,2011-01-19,Standard Class
4939,CA-2011-157147,2011-01-14,2011-01-19,Standard Class
4940,CA-2011-157147,2011-01-14,2011-01-19,Standard Class
4941,CA-2012-156482,2012-02-06,2012-02-13,Standard Class
4942,CA-2012-156482,2012-02-06,2012-02-13,Standard Class
4943,CA-2012-156482,2012-02-06,2012-02-13,Standard Class
4944,CA-2014-106782,2014-12-22,2014-12-28,Standard Class
4945,CA-2013-151372,2013-09-06,2013-09-07,First Class
4946,CA-2013-151372,2013-09-06,2013-09-07,First Class
4947,CA-2013-151372,2013-09-06,2013-09-07,First Class
4948,CA-2011-102085,2011-10-04,2011-10-09,Standard Class
4949,CA-2014-107125,2014-11-28,2014-12-03,Standard Class
4950,CA-2014-107125,2014-11-28,2014-12-03,Standard Class
4951,CA-2013-125815,2013-10-29,2013-11-02,Second Class
4952,CA-2012-144190,2012-06-09,2012-06-13,Standard Class
4953,CA-2014-117926,2014-12-09,2014-12-13,Second Class
4954,CA-2012-153906,2012-03-16,2012-03-20,Standard Class
4955,CA-2011-160262,2011-06-09,2011-06-13,Second Class
4956,CA-2011-160262,2011-06-09,2011-06-13,Second Class
4957,CA-2011-160262,2011-06-09,2011-06-13,Second Class
4958,CA-2012-127607,2012-03-20,2012-03-26,Standard Class
4959,CA-2012-127607,2012-03-20,2012-03-26,Standard Class
4960,CA-2013-166226,2013-11-19,2013-11-23,Standard Class
4961,CA-2013-166226,2013-11-19,2013-11-23,Standard Class
4962,CA-2011-156587,2011-03-07,2011-03-08,First Class
4963,CA-2011-156587,2011-03-07,2011-03-08,First Class
4964,CA-2011-156587,2011-03-07,2011-03-08,First Class
4965,CA-2013-141180,2013-05-16,2013-05-20,Second Class
4966,CA-2012-109708,2012-05-25,2012-05-28,Second Class
4967,CA-2012-122406,2012-08-02,2012-08-05,Second Class
4968,CA-2012-122406,2012-08-02,2012-08-05,Second Class
4969,CA-2012-122406,2012-08-02,2012-08-05,Second Class
4970,CA-2012-122406,2012-08-02,2012-08-05,Second Class
4971,US-2013-153815,2013-11-07,2013-11-10,First Class
4972,US-2013-153815,2013-11-07,2013-11-10,First Class
4973,US-2013-153815,2013-11-07,2013-11-10,First Class
4974,US-2013-153815,2013-11-07,2013-11-10,First Class
4975,CA-2013-164896,2013-11-08,2013-11-13,Standard Class
4976,CA-2012-142202,2012-09-18,2012-09-23,Second Class
4977,CA-2012-165050,2012-12-07,2012-12-09,First Class
4978,CA-2012-165050,2012-12-07,2012-12-09,First Class
4979,CA-2012-165050,2012-12-07,2012-12-09,First Class
4980,US-2013-131114,2013-12-10,2013-12-14,Second Class
4981,US-2013-131114,2013-12-10,2013-12-14,Second Class
4982,US-2013-131114,2013-12-10,2013-12-14,Second Class
4983,CA-2011-160066,2011-11-16,2011-11-22,Standard Class
4984,CA-2013-109925,2013-11-07,2013-11-11,Second Class
4985,CA-2012-160696,2012-09-06,2012-09-10,Standard Class
4986,CA-2011-125171,2011-09-03,2011-09-03,Same Day
4987,CA-2013-149279,2013-04-25,2013-04-29,Standard Class
4988,CA-2013-149279,2013-04-25,2013-04-29,Standard Class
4989,CA-2013-149279,2013-04-25,2013-04-29,Standard Class
4990,CA-2014-107321,2014-09-01,2014-09-05,Standard Class
4991,CA-2014-107321,2014-09-01,2014-09-05,Standard Class
4992,US-2014-122714,2014-12-08,2014-12-14,Standard Class
4993,CA-2012-153038,2012-12-18,2012-12-25,Standard Class
4994,CA-2012-153038,2012-12-18,2012-12-25,Standard Class
4995,CA-2012-153038,2012-12-18,2012-12-25,Standard Class
4996,CA-2011-132227,2011-11-04,2011-11-10,Standard Class
4997,CA-2014-155824,2014-03-11,2014-03-16,Standard Class
4998,CA-2014-155824,2014-03-11,2014-03-16,Standard Class
4999,CA-2013-129238,2013-01-31,2013-02-04,Standard Class
5000,CA-2013-129238,2013-01-31,2013-02-04,Standard Class
5001,CA-2014-159688,2014-05-08,2014-05-13,Standard Class
5002,CA-2013-136126,2013-05-25,2013-05-25,Same Day
5003,CA-2013-136126,2013-05-25,2013-05-25,Same Day
5004,CA-2013-155033,2013-10-08,2013-10-13,Standard Class
5005,CA-2011-156006,2011-04-30,2011-05-02,Second Class
5006,CA-2012-158659,2012-11-10,2012-11-14,Second Class
5007,CA-2012-169796,2012-11-09,2012-11-14,Standard Class
5008,CA-2012-169796,2012-11-09,2012-11-14,Standard Class
5009,CA-2012-102876,2012-09-07,2012-09-14,Standard Class
5010,CA-2012-102876,2012-09-07,2012-09-14,Standard Class
5011,CA-2012-102876,2012-09-07,2012-09-14,Standard Class
5012,US-2014-139647,2014-05-12,2014-05-14,First Class
5013,US-2014-160465,2014-07-22,2014-07-27,Standard Class
5014,US-2014-160465,2014-07-22,2014-07-27,Standard Class
5015,US-2014-160465,2014-07-22,2014-07-27,Standard Class
5016,CA-2011-153850,2011-11-24,2011-11-29,Standard Class
5017,CA-2011-153850,2011-11-24,2011-11-29,Standard Class
5018,CA-2011-127558,2011-11-15,2011-11-18,First Class
5019,CA-2011-127558,2011-11-15,2011-11-18,First Class
5020,CA-2011-127558,2011-11-15,2011-11-18,First Class
5021,CA-2014-136511,2014-03-24,2014-03-26,Second Class
5022,CA-2013-133795,2013-12-19,2013-12-25,Standard Class
5023,CA-2013-133795,2013-12-19,2013-12-25,Standard Class
5024,CA-2013-133795,2013-12-19,2013-12-25,Standard Class
5025,US-2014-130953,2014-07-30,2014-08-04,Standard Class
5026,US-2014-130953,2014-07-30,2014-08-04,Standard Class
5027,US-2014-130953,2014-07-30,2014-08-04,Standard Class
5028,US-2014-130953,2014-07-30,2014-08-04,Standard Class
5029,CA-2011-151792,2011-09-02,2011-09-07,Second Class
5030,CA-2014-139304,2014-01-30,2014-02-03,Standard Class
5031,CA-2014-139304,2014-01-30,2014-02-03,Standard Class
5032,CA-2014-139304,2014-01-30,2014-02-03,Standard Class
5033,CA-2013-155166,2013-12-27,2014-01-03,Standard Class
5034,CA-2013-155166,2013-12-27,2014-01-03,Standard Class
5035,CA-2012-103954,2012-08-09,2012-08-13,Second Class
5036,CA-2011-169803,2011-04-06,2011-04-12,Standard Class
5037,CA-2011-169803,2011-04-06,2011-04-12,Standard Class
5038,CA-2014-141719,2014-11-18,2014-11-22,Second Class
5039,CA-2012-136469,2012-07-11,2012-07-12,First Class
5040,CA-2012-136469,2012-07-11,2012-07-12,First Class
5041,CA-2012-136469,2012-07-11,2012-07-12,First Class
5042,CA-2013-158694,2013-11-11,2013-11-14,Second Class
5043,CA-2013-158694,2013-11-11,2013-11-14,Second Class
5044,CA-2013-158694,2013-11-11,2013-11-14,Second Class
5045,CA-2013-158694,2013-11-11,2013-11-14,Second Class
5046,CA-2013-158694,2013-11-11,2013-11-14,Second Class
5047,CA-2013-158694,2013-11-11,2013-11-14,Second Class
5048,CA-2013-158694,2013-11-11,2013-11-14,Second Class
5049,US-2011-104759,2011-03-31,2011-04-04,Standard Class
5050,US-2011-104759,2011-03-31,2011-04-04,Standard Class
5051,CA-2012-150511,2012-09-18,2012-09-24,Standard Class
5052,CA-2012-134922,2012-11-07,2012-11-11,Standard Class
5053,US-2014-120607,2014-05-20,2014-05-20,Same Day
5054,CA-2012-141243,2012-01-03,2012-01-08,Second Class
5055,CA-2012-141243,2012-01-03,2012-01-08,Second Class
5056,CA-2012-141243,2012-01-03,2012-01-08,Second Class
5057,CA-2012-162166,2012-09-08,2012-09-11,First Class
5058,CA-2012-162166,2012-09-08,2012-09-11,First Class
5059,CA-2013-120796,2013-04-04,2013-04-08,Standard Class
5060,CA-2013-109722,2013-12-06,2013-12-08,Second Class
5061,CA-2013-109722,2013-12-06,2013-12-08,Second Class
5062,CA-2012-136798,2012-05-08,2012-05-12,Standard Class
5063,CA-2012-136798,2012-05-08,2012-05-12,Standard Class
5064,CA-2012-136798,2012-05-08,2012-05-12,Standard Class
5065,CA-2014-122196,2014-09-23,2014-09-25,First Class
5066,CA-2014-142090,2014-12-01,2014-12-08,Standard Class
5067,CA-2014-142090,2014-12-01,2014-12-08,Standard Class
5068,CA-2014-160934,2014-01-16,2014-01-20,Standard Class
5069,CA-2011-124478,2011-08-08,2011-08-12,Standard Class
5070,CA-2011-124478,2011-08-08,2011-08-12,Standard Class
5071,CA-2011-124478,2011-08-08,2011-08-12,Standard Class
5072,CA-2011-124478,2011-08-08,2011-08-12,Standard Class
5073,CA-2011-124478,2011-08-08,2011-08-12,Standard Class
5074,CA-2012-145485,2012-11-05,2012-11-05,Same Day
5075,CA-2014-151071,2014-04-26,2014-04-30,Second Class
5076,CA-2011-134572,2011-04-20,2011-04-22,Second Class
5077,CA-2011-134572,2011-04-20,2011-04-22,Second Class
5078,CA-2011-134572,2011-04-20,2011-04-22,Second Class
5079,CA-2014-143217,2014-11-12,2014-11-18,Standard Class
5080,US-2014-133312,2014-11-26,2014-11-30,Standard Class
5081,US-2014-133312,2014-11-26,2014-11-30,Standard Class
5082,US-2012-137533,2012-12-18,2012-12-18,Same Day
5083,CA-2013-155138,2013-09-09,2013-09-13,Standard Class
5084,CA-2013-155138,2013-09-09,2013-09-13,Standard Class
5085,CA-2013-108350,2013-06-07,2013-06-10,Second Class
5086,CA-2012-144302,2012-06-19,2012-06-23,Standard Class
5087,CA-2012-109001,2012-03-05,2012-03-09,Standard Class
5088,CA-2012-109001,2012-03-05,2012-03-09,Standard Class
5089,CA-2012-109001,2012-03-05,2012-03-09,Standard Class
5090,CA-2014-132738,2014-08-05,2014-08-08,First Class
5091,CA-2014-132738,2014-08-05,2014-08-08,First Class
5092,CA-2014-156720,2014-12-31,2015-01-04,Standard Class
5093,CA-2012-119102,2012-05-23,2012-05-27,Standard Class
5094,US-2011-140452,2011-12-06,2011-12-10,Standard Class
5095,US-2011-140452,2011-12-06,2011-12-10,Standard Class
5096,US-2011-140452,2011-12-06,2011-12-10,Standard Class
5097,US-2011-140452,2011-12-06,2011-12-10,Standard Class
5098,US-2011-140452,2011-12-06,2011-12-10,Standard Class
5099,US-2011-140452,2011-12-06,2011-12-10,Standard Class
5100,CA-2012-141936,2012-08-07,2012-08-12,Standard Class
5101,CA-2011-158442,2011-03-17,2011-03-17,Same Day
5102,CA-2011-158442,2011-03-17,2011-03-17,Same Day
5103,CA-2011-158442,2011-03-17,2011-03-17,Same Day
5104,CA-2012-167374,2012-03-26,2012-03-30,Second Class
5105,CA-2012-167374,2012-03-26,2012-03-30,Second Class
5106,CA-2011-116568,2011-12-14,2011-12-20,Standard Class
5107,CA-2012-147102,2012-09-19,2012-09-26,Standard Class
5108,CA-2014-132213,2014-04-26,2014-04-27,First Class
5109,CA-2014-132213,2014-04-26,2014-04-27,First Class
5110,CA-2011-138450,2011-10-18,2011-10-22,Standard Class
5111,CA-2011-138450,2011-10-18,2011-10-22,Standard Class
5112,CA-2011-138450,2011-10-18,2011-10-22,Standard Class
5113,CA-2012-153073,2012-11-13,2012-11-13,Same Day
5114,CA-2013-147970,2013-01-31,2013-02-02,Second Class
5115,CA-2013-150658,2013-11-18,2013-11-23,Standard Class
5116,CA-2014-125640,2014-07-26,2014-07-30,Standard Class
5117,CA-2014-154137,2014-11-12,2014-11-18,Standard Class
5118,CA-2012-127173,2012-09-26,2012-10-03,Standard Class
5119,CA-2012-127173,2012-09-26,2012-10-03,Standard Class
5120,CA-2012-127173,2012-09-26,2012-10-03,Standard Class
5121,CA-2011-149538,2011-04-04,2011-04-08,Standard Class
5122,CA-2011-149538,2011-04-04,2011-04-08,Standard Class
5123,CA-2011-149538,2011-04-04,2011-04-08,Standard Class
5124,CA-2011-149538,2011-04-04,2011-04-08,Standard Class
5125,CA-2011-160766,2011-09-14,2011-09-14,Same Day
5126,CA-2011-160766,2011-09-14,2011-09-14,Same Day
5127,CA-2011-160766,2011-09-14,2011-09-14,Same Day
5128,CA-2011-160766,2011-09-14,2011-09-14,Same Day
5129,CA-2011-160766,2011-09-14,2011-09-14,Same Day
5130,CA-2011-160766,2011-09-14,2011-09-14,Same Day
5131,CA-2011-160766,2011-09-14,2011-09-14,Same Day
5132,CA-2014-146626,2014-12-30,2015-01-06,Standard Class
5133,CA-2012-123330,2012-06-21,2012-06-27,Standard Class
5134,CA-2014-155607,2014-11-27,2014-12-01,Standard Class
5135,CA-2014-155607,2014-11-27,2014-12-01,Standard Class
5136,CA-2013-151323,2013-10-24,2013-10-29,Standard Class
5137,CA-2012-146696,2012-12-14,2012-12-19,Standard Class
5138,CA-2013-128972,2013-11-14,2013-11-18,Standard Class
5139,CA-2014-128335,2014-09-30,2014-10-06,Standard Class
5140,CA-2014-128335,2014-09-30,2014-10-06,Standard Class
5141,CA-2012-154886,2012-11-08,2012-11-12,Standard Class
5142,CA-2013-111213,2013-04-02,2013-04-06,Standard Class
5143,CA-2013-111213,2013-04-02,2013-04-06,Standard Class
5144,CA-2013-111213,2013-04-02,2013-04-06,Standard Class
5145,CA-2014-161333,2014-02-03,2014-02-08,Standard Class
5146,CA-2014-161333,2014-02-03,2014-02-08,Standard Class
5147,CA-2014-161333,2014-02-03,2014-02-08,Standard Class
5148,CA-2014-128734,2014-12-25,2015-01-01,Standard Class
5149,CA-2014-128734,2014-12-25,2015-01-01,Standard Class
5150,CA-2011-141796,2011-06-21,2011-06-21,Same Day
5151,CA-2014-125101,2014-03-07,2014-03-11,Second Class
5152,CA-2014-169929,2014-09-26,2014-09-29,First Class
5153,US-2011-121566,2011-06-30,2011-07-06,Standard Class
5154,US-2011-121566,2011-06-30,2011-07-06,Standard Class
5155,US-2012-124219,2012-08-07,2012-08-08,First Class
5156,US-2012-124219,2012-08-07,2012-08-08,First Class
5157,CA-2014-163006,2014-07-01,2014-07-05,Second Class
5158,CA-2014-163006,2014-07-01,2014-07-05,Second Class
5159,CA-2014-163006,2014-07-01,2014-07-05,Second Class
5160,CA-2012-156146,2012-10-26,2012-10-30,Second Class
5161,CA-2012-156146,2012-10-26,2012-10-30,Second Class
5162,CA-2011-111192,2011-07-30,2011-08-05,Standard Class
5163,CA-2013-115378,2013-11-19,2013-11-24,Second Class
5164,CA-2012-161627,2012-07-06,2012-07-11,Standard Class
5165,CA-2011-121006,2011-11-10,2011-11-16,Standard Class
5166,CA-2011-121006,2011-11-10,2011-11-16,Standard Class
5167,CA-2011-121006,2011-11-10,2011-11-16,Standard Class
5168,CA-2011-121006,2011-11-10,2011-11-16,Standard Class
5169,CA-2011-121006,2011-11-10,2011-11-16,Standard Class
5170,CA-2011-121006,2011-11-10,2011-11-16,Standard Class
5171,CA-2013-122903,2013-05-28,2013-05-30,Second Class
5172,CA-2013-122903,2013-05-28,2013-05-30,Second Class
5173,CA-2013-122903,2013-05-28,2013-05-30,Second Class
5174,CA-2012-107741,2012-03-08,2012-03-10,First Class
5175,CA-2014-106432,2014-10-20,2014-10-25,Standard Class
5176,CA-2014-106432,2014-10-20,2014-10-25,Standard Class
5177,CA-2013-148908,2013-11-06,2013-11-09,First Class
5178,CA-2013-123015,2013-12-27,2013-12-31,Standard Class
5179,US-2012-120502,2012-04-13,2012-04-19,Standard Class
5180,US-2012-120502,2012-04-13,2012-04-19,Standard Class
5181,US-2012-120502,2012-04-13,2012-04-19,Standard Class
5182,CA-2014-108749,2014-09-13,2014-09-16,First Class
5183,CA-2014-108749,2014-09-13,2014-09-16,First Class
5184,CA-2014-163335,2014-09-25,2014-09-28,First Class
5185,CA-2014-163335,2014-09-25,2014-09-28,First Class
5186,CA-2012-134719,2012-10-10,2012-10-15,Standard Class
5187,US-2012-154389,2012-11-27,2012-12-03,Standard Class
5188,CA-2012-115567,2012-09-13,2012-09-18,Standard Class
5189,CA-2012-115567,2012-09-13,2012-09-18,Standard Class
5190,US-2014-136679,2014-11-15,2014-11-19,Standard Class
5191,US-2014-136679,2014-11-15,2014-11-19,Standard Class
5192,US-2014-141943,2014-05-06,2014-05-10,Standard Class
5193,CA-2011-101560,2011-11-28,2011-12-01,Second Class
5194,CA-2011-101560,2011-11-28,2011-12-01,Second Class
5195,CA-2011-101560,2011-11-28,2011-12-01,Second Class
5196,CA-2011-101560,2011-11-28,2011-12-01,Second Class
5197,CA-2011-159709,2011-05-10,2011-05-15,Standard Class
5198,CA-2011-159709,2011-05-10,2011-05-15,Standard Class
5199,CA-2013-103982,2013-03-04,2013-03-09,Standard Class
5200,CA-2013-103982,2013-03-04,2013-03-09,Standard Class
5201,CA-2013-103982,2013-03-04,2013-03-09,Standard Class
5202,CA-2013-103982,2013-03-04,2013-03-09,Standard Class
5203,CA-2012-142454,2012-08-15,2012-08-19,Standard Class
5204,CA-2012-142454,2012-08-15,2012-08-19,Standard Class
5205,CA-2012-102015,2012-09-12,2012-09-18,Standard Class
5206,CA-2012-102015,2012-09-12,2012-09-18,Standard Class
5207,CA-2012-102015,2012-09-12,2012-09-18,Standard Class
5208,CA-2012-102015,2012-09-12,2012-09-18,Standard Class
5209,CA-2012-102015,2012-09-12,2012-09-18,Standard Class
5210,CA-2012-102015,2012-09-12,2012-09-18,Standard Class
5211,CA-2012-156755,2012-01-12,2012-01-18,Standard Class
5212,CA-2012-130876,2012-05-12,2012-05-16,Second Class
5213,CA-2013-145898,2013-09-27,2013-09-27,Same Day
5214,CA-2013-145898,2013-09-27,2013-09-27,Same Day
5215,CA-2013-145898,2013-09-27,2013-09-27,Same Day
5216,CA-2013-145898,2013-09-27,2013-09-27,Same Day
5217,US-2014-159562,2014-09-10,2014-09-16,Standard Class
5218,CA-2014-134635,2014-04-16,2014-04-18,Second Class
5219,CA-2014-167080,2014-06-11,2014-06-15,Standard Class
5220,CA-2014-145653,2014-09-02,2014-09-02,Same Day
5221,CA-2011-140487,2011-06-14,2011-06-20,Standard Class
5222,CA-2014-117401,2014-05-19,2014-05-23,Second Class
5223,CA-2014-117401,2014-05-19,2014-05-23,Second Class
5224,CA-2014-117401,2014-05-19,2014-05-23,Second Class
5225,US-2014-109582,2014-09-13,2014-09-18,Second Class
5226,CA-2013-119865,2013-06-22,2013-06-27,Standard Class
5227,CA-2013-119865,2013-06-22,2013-06-27,Standard Class
5228,CA-2013-119865,2013-06-22,2013-06-27,Standard Class
5229,US-2011-147648,2011-11-26,2011-12-01,Standard Class
5230,CA-2014-124436,2014-03-20,2014-03-23,Second Class
5231,CA-2014-124436,2014-03-20,2014-03-23,Second Class
5232,CA-2014-124436,2014-03-20,2014-03-23,Second Class
5233,CA-2014-124436,2014-03-20,2014-03-23,Second Class
5234,CA-2011-115084,2011-10-18,2011-10-22,Standard Class
5235,CA-2014-131037,2014-08-23,2014-08-24,First Class
5236,CA-2013-111143,2013-11-20,2013-11-23,First Class
5237,CA-2011-166744,2011-09-20,2011-09-24,Standard Class
5238,CA-2011-166744,2011-09-20,2011-09-24,Standard Class
5239,CA-2011-166744,2011-09-20,2011-09-24,Standard Class
5240,CA-2013-116561,2013-09-12,2013-09-18,Standard Class
5241,CA-2013-116561,2013-09-12,2013-09-18,Standard Class
5242,CA-2013-110730,2013-09-24,2013-09-27,Second Class
5243,CA-2014-146367,2014-08-05,2014-08-09,Standard Class
5244,CA-2013-149454,2013-07-26,2013-07-27,First Class
5245,CA-2013-156265,2013-08-03,2013-08-05,Second Class
5246,CA-2013-156265,2013-08-03,2013-08-05,Second Class
5247,CA-2013-156265,2013-08-03,2013-08-05,Second Class
5248,US-2012-168914,2012-05-21,2012-05-27,Standard Class
5249,US-2014-110989,2014-11-04,2014-11-06,Second Class
5250,CA-2012-106215,2012-04-16,2012-04-21,Standard Class
5251,US-2013-169369,2013-12-13,2013-12-19,Standard Class
5252,US-2013-169369,2013-12-13,2013-12-19,Standard Class
5253,CA-2012-132318,2012-10-30,2012-11-02,First Class
5254,US-2011-131982,2011-03-07,2011-03-11,Second Class
5255,CA-2012-125185,2012-03-05,2012-03-07,Second Class
5256,CA-2012-125185,2012-03-05,2012-03-07,Second Class
5257,CA-2013-130078,2013-08-09,2013-08-15,Standard Class
5258,US-2014-114034,2014-01-04,2014-01-09,Standard Class
5259,US-2014-115595,2014-10-10,2014-10-12,First Class
5260,CA-2014-158722,2014-10-21,2014-10-27,Standard Class
5261,CA-2011-105165,2011-09-07,2011-09-10,First Class
5262,CA-2011-105165,2011-09-07,2011-09-10,First Class
5263,CA-2011-105165,2011-09-07,2011-09-10,First Class
5264,CA-2011-105165,2011-09-07,2011-09-10,First Class
5265,CA-2011-105165,2011-09-07,2011-09-10,First Class
5266,CA-2014-147452,2014-10-01,2014-10-04,First Class
5267,CA-2014-147452,2014-10-01,2014-10-04,First Class
5268,CA-2014-147452,2014-10-01,2014-10-04,First Class
5269,US-2014-114657,2014-11-17,2014-11-22,Standard Class
5270,CA-2014-144484,2014-09-12,2014-09-12,Same Day
5271,CA-2014-144484,2014-09-12,2014-09-12,Same Day
5272,CA-2014-125913,2014-01-17,2014-01-17,Same Day
5273,CA-2014-125913,2014-01-17,2014-01-17,Same Day
5274,US-2013-158309,2013-11-27,2013-11-30,First Class
5275,CA-2012-162887,2012-11-07,2012-11-09,Second Class
5276,CA-2014-147333,2014-12-15,2014-12-21,Standard Class
5277,CA-2014-147333,2014-12-15,2014-12-21,Standard Class
5278,CA-2011-113859,2011-09-13,2011-09-17,Standard Class
5279,CA-2011-159681,2011-12-07,2011-12-13,Standard Class
5280,US-2014-104094,2014-09-08,2014-09-12,Standard Class
5281,CA-2014-152709,2014-10-08,2014-10-13,Standard Class
5282,CA-2012-105158,2012-09-05,2012-09-10,Standard Class
5283,CA-2012-105158,2012-09-05,2012-09-10,Standard Class
5284,CA-2011-133424,2011-03-30,2011-04-04,Standard Class
5285,CA-2011-133424,2011-03-30,2011-04-04,Standard Class
5286,CA-2014-105991,2014-05-06,2014-05-07,First Class
5287,CA-2014-105991,2014-05-06,2014-05-07,First Class
5288,CA-2014-105991,2014-05-06,2014-05-07,First Class
5289,US-2014-136784,2014-05-01,2014-05-06,Standard Class
5290,CA-2011-146283,2011-09-08,2011-09-15,Standard Class
5291,CA-2011-146283,2011-09-08,2011-09-15,Standard Class
5292,CA-2011-146283,2011-09-08,2011-09-15,Standard Class
5293,CA-2014-151218,2014-06-21,2014-06-24,First Class
5294,CA-2012-111073,2012-12-26,2012-12-30,Standard Class
5295,CA-2014-144883,2014-08-16,2014-08-20,Standard Class
5296,CA-2014-142174,2014-03-05,2014-03-10,Standard Class
5297,CA-2014-108791,2014-07-28,2014-08-01,Standard Class
5298,CA-2014-108791,2014-07-28,2014-08-01,Standard Class
5299,CA-2013-106656,2013-09-24,2013-09-27,First Class
5300,CA-2013-106656,2013-09-24,2013-09-27,First Class
5301,CA-2013-113831,2013-05-31,2013-06-04,Standard Class
5302,CA-2013-113831,2013-05-31,2013-06-04,Standard Class
5303,CA-2013-113831,2013-05-31,2013-06-04,Standard Class
5304,US-2011-139500,2011-11-16,2011-11-20,Standard Class
5305,US-2011-166310,2011-09-21,2011-09-23,First Class
5306,US-2013-168410,2013-02-21,2013-02-26,Standard Class
5307,US-2013-168410,2013-02-21,2013-02-26,Standard Class
5308,US-2013-168410,2013-02-21,2013-02-26,Standard Class
5309,CA-2014-131254,2014-11-20,2014-11-22,First Class
5310,CA-2014-131254,2014-11-20,2014-11-22,First Class
5311,CA-2014-131254,2014-11-20,2014-11-22,First Class
5312,CA-2013-123414,2013-08-22,2013-08-28,Standard Class
5313,CA-2013-123414,2013-08-22,2013-08-28,Standard Class
5314,CA-2014-137876,2014-05-01,2014-05-06,Standard Class
5315,CA-2014-137876,2014-05-01,2014-05-06,Standard Class
5316,CA-2013-154060,2013-05-03,2013-05-09,Standard Class
5317,US-2014-162558,2014-10-03,2014-10-06,First Class
5318,US-2014-162558,2014-10-03,2014-10-06,First Class
5319,US-2014-162558,2014-10-03,2014-10-06,First Class
5320,US-2014-162558,2014-10-03,2014-10-06,First Class
5321,US-2014-162558,2014-10-03,2014-10-06,First Class
5322,US-2014-162558,2014-10-03,2014-10-06,First Class
5323,US-2014-162558,2014-10-03,2014-10-06,First Class
5324,CA-2014-134439,2014-09-19,2014-09-24,Second Class
5325,CA-2012-119508,2012-12-04,2012-12-09,Standard Class
5326,CA-2012-119508,2012-12-04,2012-12-09,Standard Class
5327,CA-2012-152681,2012-01-17,2012-01-22,Standard Class
5328,CA-2011-130813,2011-01-07,2011-01-09,Second Class
5329,CA-2012-120320,2012-03-05,2012-03-09,Standard Class
5330,CA-2013-111941,2013-12-26,2013-12-29,Second Class
5331,CA-2013-123120,2013-09-05,2013-09-09,Standard Class
5332,CA-2013-123120,2013-09-05,2013-09-09,Standard Class
5333,CA-2013-123120,2013-09-05,2013-09-09,Standard Class
5334,CA-2011-103331,2011-08-26,2011-09-01,Standard Class
5335,CA-2011-103331,2011-08-26,2011-09-01,Standard Class
5336,CA-2011-103331,2011-08-26,2011-09-01,Standard Class
5337,CA-2012-169278,2012-05-21,2012-05-25,Standard Class
5338,CA-2014-111577,2014-10-17,2014-10-22,Standard Class
5339,CA-2012-146486,2012-11-09,2012-11-14,Second Class
5340,CA-2012-146486,2012-11-09,2012-11-14,Second Class
5341,CA-2012-146486,2012-11-09,2012-11-14,Second Class
5342,CA-2012-146486,2012-11-09,2012-11-14,Second Class
5343,US-2011-168501,2011-11-21,2011-11-27,Standard Class
5344,US-2011-168501,2011-11-21,2011-11-27,Standard Class
